Current_season,Month,Previous_flu_Season,Jurisdiction,2024_25_estimate,Previous_Estimate,Difference_in_season_estimate,Numerator,Previous_season_numerator,Population,Age_group_label,Difference_indicator,Child_or_adult
2024-25,JAN,2023-24,New Mexico,0.148,0.1629,-0.0149,126887,139641,857079,18-49 years,Within 5 percentage points,Adult
2024-25,JAN,2023-24,Nevada,0.106,0.1194,-0.0134,141418,159314,1334197,18-49 years,Within 5 percentage points,Adult
2024-25,JAN,2023-24,New York,0.1319,0.1463,-0.0144,578971,642291,4391080,18-49 years,Within 5 percentage points,Adult
2024-25,JAN,2023-24,Ohio,0.1537,0.1575,-0.0038,724173,742195,4712462,18-49 years,Within 5 percentage points,Adult
2024-25,JAN,2023-24,Oklahoma,0.0964,0.0998,-0.0034,160201,165811,1661189,18-49 years,Within 5 percentage points,Adult
2024-25,JAN,2023-24,Oregon,0.1915,0.1917,-2e-4,345955,346243,1806245,18-49 years,Within 5 percentage points,Adult
2024-25,JAN,2023-24,Pennsylvania,0.167,0.1644,0.0026,729104,717789,4366564,18-49 years,Within 5 percentage points,Adult
2024-25,JAN,2023-24,Philadelphia,0.1524,0.2282,-0.0758,113201,169470,742696,18-49 years,Lower by 5 percentage points or greater,Adult
2024-25,JAN,2023-24,Puerto Rico,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,JAN,2023-24,Rhode Island,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,JAN,2023-24,Republic of Palau,0.005,0.0232,-0.0182,53,245,10568,18-49 years,Within 5 percentage points,Adult
2024-25,JAN,2023-24,South Carolina,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,JAN,2023-24,South Dakota,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,JAN,2023-24,Houston,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,JAN,2023-24,Tennessee,0.1153,0.119,-0.0037,329410,339977,2857609,18-49 years,Within 5 percentage points,Adult
2024-25,JAN,2023-24,Texas,0.0503,0.0516,-0.0013,655652,672602,13026771,18-49 years,Within 5 percentage points,Adult
2024-25,JAN,2023-24,Utah,0.1886,0.1883,3e-4,278889,278417,1478793,18-49 years,Within 5 percentage points,Adult
2024-25,JAN,2023-24,Virginia,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,JAN,2023-24,U.S. Virgin Islands,0.0076,0.007,6e-4,294,269,38581,18-49 years,Within 5 percentage points,Adult
2024-25,JAN,2023-24,Vermont,0.2148,0.2297,-0.0149,53261,56949,247935,18-49 years,Within 5 percentage points,Adult
2024-25,JAN,2023-24,Washington,0.1911,0.2013,-0.0101,643001,677087,3364376,18-49 years,Within 5 percentage points,Adult
2024-25,JAN,2023-24,Wisconsin,0.2266,0.2351,-0.0085,530717,550599,2341888,18-49 years,Within 5 percentage points,Adult
2024-25,JAN,2023-24,West Virginia,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,JAN,2023-24,Wyoming,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,JUL,2023-24,Alaska,0,0,0,0,0,14422,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Alabama,0,1e-4,-1e-4,0,6,85458,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Arkansas,0,2e-4,-2e-4,0,11,54432.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,American Samoa,0,0,0,0,0,1258.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Arizona,1e-4,1e-4,0,11,15,123698.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,New York City,2e-4,6e-4,-4e-4,35,101,155850,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,California,5.9497e-6,7.4372e-6,-1.49e-6,4,5,672299,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Chicago,NA,NA,NA,NA,NA,NA,6-23 months,Not Available,Child
2024-25,JUL,2023-24,Colorado,1e-4,9e-4,-8e-4,11,86,94603,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Connecticut,0,4e-4,-4e-4,1,23,52209,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,District of Columbia,1e-4,3e-4,-1e-4,2,4,13527.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Delaware,0,3e-4,-3e-4,0,5,15908.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Florida,2e-4,0.001,-8e-4,55,318,332603,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Federated States of Micronesia,0,0,0,0,0,2844,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Georgia,0,0,0,0,0,188755.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Guam,0,2e-4,-2e-4,0,1,4712,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Hawaii,NA,NA,NA,NA,NA,NA,6-23 months,Not Available,Child
2024-25,JUL,2023-24,Iowa,0,0,0,0,0,55916,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Idaho,1e-4,5e-4,-4e-4,3,15,32606.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Illinois,0,1e-4,0,10,16,211177,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Indiana,0,0,0,0,0,121631,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Kansas,NA,NA,NA,NA,NA,NA,6-23 months,Not Available,Child
2024-25,JUL,2023-24,Kentucky,0,2e-4,-2e-4,3,16,79533.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Louisiana,0,1e-4,-1e-4,1,12,86184,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Massachusetts,NA,NA,NA,NA,NA,NA,6-23 months,Not Available,Child
2024-25,JUL,2023-24,Maryland,9.471e-6,2e-4,-1e-4,1,16,105584.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Maine,0.2441,0.2202,0.0239,4586,4137,18790,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Marshall Islands,0,0,0,0,0,2593,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Michigan,0,6.1275e-6,-6.13e-6,0,1,163198.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Minnesota,0,9.941e-6,-9.94e-6,0,1,100594,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Missouri,0,1e-4,-1e-4,0,6,108572.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,N. Mariana Islands,9e-4,0,9e-4,1,0,1139.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Mississippi,0,0,0,0,0,53615.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Montana,0,1e-4,-1e-4,0,1,17119.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,North Carolina,0,1e-4,-1e-4,3,17,178554.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,North Dakota,0,1e-4,-1e-4,0,2,15564.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Nebraska,NA,NA,NA,NA,NA,NA,6-23 months,Not Available,Child
2024-25,JUL,2023-24,New Hampshire,NA,NA,NA,NA,NA,NA,6-23 months,Not Available,Child
2024-25,JUL,2023-24,New Jersey,1e-4,6e-4,-4e-4,19,86,151155,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,New Mexico,0,1e-4,-1e-4,0,4,34451,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Nevada,0,2e-4,-2e-4,0,11,54115,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,New York,0,0,0,2,5,174496,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Ohio,1e-4,0,0,12,3,200231,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Oklahoma,0,0.001,-9e-4,2,72,73805.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Oregon,0,0,0,1,0,63424,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Pennsylvania,1e-4,1e-4,0,12,14,171599,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Philadelphia,0,5e-4,-5e-4,0,15,30010.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Puerto Rico,0,0,0,0,1,37396.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Rhode Island,NA,NA,NA,NA,NA,NA,6-23 months,Not Available,Child
2024-25,JUL,2023-24,Republic of Palau,0,0,0,0,0,355.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,South Carolina,NA,NA,NA,NA,NA,NA,6-23 months,Not Available,Child
2024-25,JUL,2023-24,South Dakota,1e-4,1e-4,-1e-4,1,2,17706,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Houston,NA,NA,NA,NA,NA,NA,6-23 months,Not Available,Child
2024-25,JUL,2023-24,Tennessee,0,4e-4,-3e-4,5,43,120410.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Texas,0,2e-4,-2e-4,22,131,570423.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Utah,0,0,0,0,0,71006.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Virginia,NA,NA,NA,NA,NA,NA,6-23 months,Not Available,Child
2024-25,JUL,2023-24,U.S. Virgin Islands,0,0,0,0,0,1951,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Vermont,0,0,0,0,0,8232,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Washington,0,0,0,2,2,130262.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Wisconsin,0,0,0,1,2,95451.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,West Virginia,0,0,0,0,0,26572.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2023-24,Wyoming,0,1e-4,-1e-4,0,1,9510.5,6-23 months,Within 5 percentage points,Child
2024-25,OCT,2022-23,Alaska,0.0959,0.0921,0.0038,30935,29715,322724,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Alabama,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,OCT,2022-23,Arkansas,0.0772,0.0901,-0.0129,94975,110823,1229950,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,American Samoa,0.0012,0.0055,-0.0043,25,113,20418,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Arizona,0.0612,0.0672,-0.0059,188557,206789,3079500,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,New York City,0.0867,0.0996,-0.0129,325482,373819,3752487,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,California,0.1156,0.1185,-0.0028,2009715,2059067,17380305,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Chicago,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,OCT,2022-23,Colorado,0.1343,0.1396,-0.0053,353012,366880,2627928,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Connecticut,0.1233,0.1324,-0.0091,176816,189824,1433821,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,District of Columbia,0.0957,0.1034,-0.0077,37119,40109,387986,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Delaware,0.1033,0.1338,-0.0304,39599,51268,383258,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Florida,0.0569,0.0594,-0.0025,485533,506934,8532850,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Federated States of Micronesia,0.0237,0.0477,-0.024,1179,2369,49666,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Georgia,0,0,0,0,0,4619939,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Guam,0.0341,0.0133,0.0208,2415,942,70741,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Hawaii,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,OCT,2022-23,Iowa,0.1265,0.1444,-0.0179,161660,184569,1278429,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Idaho,0.081,0.0854,-0.0044,60554,63825,747775,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Illinois,0.1018,0.1204,-0.0185,539022,637179,5293195,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Indiana,0.0821,0.0919,-0.0098,229567,256852,2794631,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Kansas,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,OCT,2022-23,Kentucky,0.0865,0.0954,-0.0089,158191,174449,1829101,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Louisiana,0.0642,0.0706,-0.0064,123784,136063,1926749,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Massachusetts,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,OCT,2022-23,Maryland,0.1324,0.1384,-0.006,332708,347756,2512075,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Maine,0.15,0.1752,-0.0252,76156,88967,507668,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Marshall Islands,0.019,0.0255,-0.0065,686,919,36097,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Michigan,0.1009,0.111,-0.0102,404084,444921,4006528,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Minnesota,0.1317,0.1603,-0.0287,304868,371223,2315421,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Missouri,0.0907,0.1038,-0.0131,226740,259501,2499695,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,N. Mariana Islands,0.0877,0.0969,-0.0092,1780,1967,20301,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Mississippi,0.0418,0.0423,-5e-4,50628,51247,1212056,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Montana,0.0749,0.077,-0.0021,32220,33139,430356,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,North Carolina,0.0732,0.0341,0.0391,323863,150812,4423448,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,North Dakota,0.1236,0.1434,-0.0199,40738,47297,329715,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Nebraska,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,OCT,2022-23,New Hampshire,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,OCT,2022-23,New Jersey,0.0762,0.078,-0.0018,275086,281586,3608589,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,New Mexico,0.0883,0.1101,-0.0218,75715,94393,857079,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Nevada,0.0686,0.0804,-0.0118,91494,107214,1334197,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,New York,0.0795,0.1008,-0.0213,349196,442671,4391080,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Ohio,0.0997,0.106,-0.0063,469882,499633,4712462,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Oklahoma,0.0588,0.0582,7e-4,97746,96655,1661189,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Oregon,0.1199,0.1176,0.0023,216501,212336,1806245,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Pennsylvania,0.1013,0.1176,-0.0163,442391,513465,4366564,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Philadelphia,0.092,0.1622,-0.0702,68302,120470,742696,18-49 years,Lower by 5 percentage points or greater,Adult
2024-25,OCT,2022-23,Puerto Rico,0.0368,0.0354,0.0013,47312,45607,1286583,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Rhode Island,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,OCT,2022-23,Republic of Palau,2e-4,1e-4,1e-4,2,1,10568,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,South Carolina,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,OCT,2022-23,South Dakota,0.1411,0.1408,3e-4,49739,49639,352593,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Houston,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,OCT,2022-23,Tennessee,0.0747,0.0828,-0.0081,213535,236667,2857609,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Texas,0.0325,0.0318,7e-4,423074,413901,13026771,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Utah,0.1201,0.1362,-0.016,177671,201380,1478793,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Virginia,NA,NA,NA,NA,NA,NA,18-49 years,Not Available,Adult
2024-25,OCT,2022-23,U.S. Virgin Islands,0.0032,0,0.0032,123,1,38581,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Vermont,0.1284,0.162,-0.0336,31838,40158,247935,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Washington,0.1229,0.1219,0.001,413366,410049,3364376,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Wisconsin,0.1365,0.1633,-0.0268,319648,382496,2341888,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,West Virginia,0.0841,0.0793,0.0048,58068,54772,690870,18-49 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Wyoming,0.0689,0.0758,-0.0069,16300,17935,236563,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Alaska,0.0304,0.009,0.0214,1224,362,40264,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Alabama,0.023,0.0388,-0.0158,5632,9520,245322,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Arkansas,0.0106,0.0109,-3e-4,1667,1716,157739,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,American Samoa,0.0446,0.447,-0.4024,158,1585,3546,9-12 years,Lower by 5 percentage points or greater,Child
2024-25,SEP,2022-23,Arizona,0.0317,0.0311,6e-4,11898,11673,375524,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,New York City,0.0869,0.093,-0.0061,31337,33535,360714,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,California,0.0355,0.0452,-0.0097,70707,90082,1991746,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Chicago,NA,NA,NA,NA,NA,NA,9-12 years,Not Available,Child
2024-25,SEP,2022-23,Colorado,0.0584,0.0557,0.0027,16658,15885,285438,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Connecticut,0.0704,0.0697,7e-4,11509,11397,163419,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,District of Columbia,0.0578,0.0667,-0.0089,1524,1758,26358,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Delaware,0.0525,0.0496,0.0029,2431,2297,46331,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Florida,0.0315,0.0286,0.0029,30084,27293,955019,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Federated States of Micronesia,0.0229,0.0016,0.0213,183,13,7989,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Georgia,0,0,0,0,0,569907,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Guam,0.0295,0.0025,0.0269,353,30,11986,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Hawaii,NA,NA,NA,NA,NA,NA,9-12 years,Not Available,Child
2024-25,SEP,2022-23,Iowa,0.0335,0.0337,-3e-4,5470,5513,163445,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Idaho,0.0211,0.027,-0.006,2196,2820,104275,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Illinois,0.0425,0.0383,0.0042,26604,23975,626171,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Indiana,0.0315,0.0333,-0.0018,11073,11701,351878,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Kansas,NA,NA,NA,NA,NA,NA,9-12 years,Not Available,Child
2024-25,SEP,2022-23,Kentucky,0.0304,0.0392,-0.0089,6778,8756,223108,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Louisiana,0.0193,0.0225,-0.0032,4653,5428,241497,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Massachusetts,NA,NA,NA,NA,NA,NA,9-12 years,Not Available,Child
2024-25,SEP,2022-23,Maryland,0.0563,0.0637,-0.0074,16943,19184,301025,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Maine,0.1681,0.1975,-0.0294,9403,11049,55949,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Marshall Islands,0.001,0.0056,-0.0046,7,38,6780,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Michigan,0.036,0.0297,0.0063,17133,14134,475421,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Minnesota,0.0445,0.0476,-0.0031,13014,13930,292636,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Missouri,0.0264,0.0199,0.0065,8141,6134,307961,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,N. Mariana Islands,0.1502,0.0192,0.131,588,75,3916,9-12 years,Higher by 5 percentage points or greater,Child
2024-25,SEP,2022-23,Mississippi,0.0093,0.008,0.0013,1475,1270,157912,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Montana,0.0157,0.0182,-0.0025,822,953,52303,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,North Carolina,0.0504,0.0309,0.0195,26386,16153,523493,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,North Dakota,0.0423,0.0442,-0.0019,1675,1750,39611,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Nebraska,NA,NA,NA,NA,NA,NA,9-12 years,Not Available,Child
2024-25,SEP,2022-23,New Hampshire,NA,NA,NA,NA,NA,NA,9-12 years,Not Available,Child
2024-25,SEP,2022-23,New Jersey,0.0688,0.0687,1e-4,29913,29876,434609,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,New Mexico,0.015,0.0147,3e-4,1644,1612,109896,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Nevada,0.0276,0.0259,0.0017,4403,4135,159658,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,New York,0.0513,0.0633,-0.012,26421,32597,514913,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Ohio,0.0372,0.0343,0.0029,21287,19640,572469,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Oklahoma,0.0149,0.0124,0.0025,3216,2685,216150,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Oregon,0.0365,0.0334,0.0031,7236,6615,198245,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Pennsylvania,0.0528,0.0526,3e-4,27235,27105,515686,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Philadelphia,0.0633,0.0811,-0.0178,4654,5960,73520,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Puerto Rico,0.0151,0.0141,0.001,2058,1928,136345,9-12 years,Within 5 percentage points,Child
2024-25,SEP,2022-23,Rhode Island,NA,NA,NA,NA,NA,NA,9-12 years,Not Available,Child
2024-25,SEP,2022-23,Republic of Palau,0,0,0,0,0,1099,9-12 years,Within 5 percentage points,Child
